file_name,esti_area,gt_count,gt_individual_area,gt_radii_centers
13-315_R1S2.jpg,2.5357859198025117,25,"[1.1701333431955039, 2.7259893119873095, 2.0258541260309975, 2.3629562526025563, 2.917229941484636, 3.529848229196409, 2.7259893119873095, 3.529848229196409, 2.3629562526025563, 2.3629562526025563, 2.0258541260309975, 3.114953304185262, 2.5412314156932827, 3.114953304185262, 2.5412314156932827, 3.114953304185262, 2.917229941484636, 1.429442671327472, 2.5412314156932827, 2.917229941484636, 2.0258541260309975, 1.7146829322726356, 3.114953304185262, 2.0258541260309975, 2.5412314156932827]","[0.5421875, 0.35, 0.4890625, 0.3609375, 0.44375, 0.3640625, 0.4015625, 0.390625, 0.4703125, 0.403125, 0.534375, 0.396875, 0.5921875, 0.396875, 0.415625, 0.4390625, 0.475, 0.45, 0.53125, 0.45625, 0.5953125, 0.4390625, 0.365625, 0.4703125, 0.4578125, 0.4984375, 0.540625, 0.509375, 0.5953125, 0.4921875, 0.3984375, 0.5125, 0.3921875, 0.5734375, 0.44375, 0.5515625, 0.4953125, 0.5421875, 0.459375, 0.5984375, 0.5125, 0.5890625, 0.54375, 0.559375, 0.5984375, 0.5390625, 0.5921875, 0.5859375, 0.55, 0.6125]"
13-315_R3S1.jpg,2.262603542615484,25,"[2.3629562526025563, 3.747019791506932, 2.7259893119873095, 3.319159400089187, 2.5412314156932827, 2.917229941484636, 2.7259893119873095, 1.8670271625501669, 1.568821435198405, 2.7259893119873095, 1.8670271625501669, 2.3629562526025563, 2.1911638227151267, 1.2965466406598383, 2.3629562526025563, 2.3629562526025563, 1.429442671327472, 0.729307485371159, 1.568821435198405, 2.7259893119873095, 2.1911638227151267, 1.8670271625501669, 2.1911638227151267, 2.1911638227151267, 2.7259893119873095]","[0.4265625, 0.3265625, 0.484375, 0.3390625, 0.5484375, 0.3484375, 0.60625, 0.3484375, 0.440625, 0.3828125, 0.503125, 0.3890625, 0.5515625, 0.3984375, 0.6, 0.403125, 0.3890625, 0.425, 0.44375, 0.428125, 0.515625, 0.43125, 0.5515625, 0.453125, 0.6015625, 0.45625, 0.484375, 0.459375, 0.428125, 0.475, 0.396875, 0.515625, 0.446875, 0.521875, 0.4171875, 0.5625, 0.4578125, 0.5703125, 0.5, 0.5046875, 0.55, 0.496875, 0.5984375, 0.4984375, 0.5, 0.5578125, 0.5515625, 0.5484375, 0.5984375, 0.5484375]"
13-315_R3S2.jpg,2.2190395754893135,25,"[1.8670271625501669, 2.5412314156932827, 2.1911638227151267, 2.917229941484636, 3.114953304185262, 1.568821435198405, 3.319159400089187, 2.7259893119873095, 3.114953304185262, 2.3629562526025563, 1.2965466406598383, 1.7146829322726356, 1.568821435198405, 2.3629562526025563, 2.7259893119873095, 2.1911638227151267, 2.0258541260309975, 2.3629562526025563, 1.7146829322726356, 2.1911638227151267, 1.429442671327472, 1.8670271625501669, 2.1911638227151267, 1.568821435198405, 2.5412314156932827]","[0.4265625, 0.3375, 0.4828125, 0.35, 0.5390625, 0.3609375, 0.5953125, 0.3625, 0.446875, 0.390625, 0.49375, 0.390625, 0.5390625, 0.425, 0.603125, 0.4140625, 0.46875, 0.4390625, 0.4078125, 0.4328125, 0.3921875, 0.4875, 0.4515625, 0.48125, 0.4875, 0.4828125, 0.5390625, 0.48125, 0.59375, 0.46875, 0.5984375, 0.515625, 0.559375, 0.528125, 0.5890625, 0.5640625, 0.5375, 0.5953125, 0.51875, 0.546875, 0.4859375, 0.51875, 0.40625, 0.521875, 0.4515625, 0.540625, 0.4078125, 0.5703125, 0.478125, 0.584375]"
14-323_R1S1.jpg,2.3892761494079497,25,"[3.319159400089187, 2.917229941484636, 2.7259893119873095, 2.0258541260309975, 2.917229941484636, 1.7146829322726356, 2.7259893119873095, 2.5412314156932827, 1.7146829322726356, 1.8670271625501669, 1.8670271625501669, 1.8670271625501669, 2.1911638227151267, 1.8670271625501669, 2.1911638227151267, 2.3629562526025563, 2.7259893119873095, 2.3629562526025563, 2.7259893119873095, 2.3629562526025563, 2.7259893119873095, 2.917229941484636, 2.1911638227151267, 2.3629562526025563, 2.5412314156932827]","[0.3640625, 0.359375, 0.4234375, 0.346875, 0.38125, 0.4109375, 0.434375, 0.40625, 0.38125, 0.471875, 0.3828125, 0.51875, 0.3953125, 0.565625, 0.446875, 0.459375, 0.4421875, 0.503125, 0.4421875, 0.5484375, 0.4953125, 0.565625, 0.4890625, 0.5078125, 0.484375, 0.43125, 0.4875, 0.3890625, 0.46875, 0.346875, 0.5234375, 0.3453125, 0.5875, 0.34375, 0.53125, 0.39375, 0.5875, 0.3921875, 0.528125, 0.4515625, 0.5859375, 0.4453125, 0.5359375, 0.496875, 0.5453125, 0.5484375, 0.59375, 0.4890625, 0.596875, 0.5375]"
14-324_R3S1.jpg,2.438544921753024,25,"[2.5412314156932827, 2.917229941484636, 3.9706740870207544, 2.7259893119873095, 2.1911638227151267, 1.8670271625501669, 3.114953304185262, 1.8670271625501669, 2.7259893119873095, 1.2965466406598383, 1.7146829322726356, 2.3629562526025563, 1.7146829322726356, 1.7146829322726356, 2.5412314156932827, 3.114953304185262, 2.1911638227151267, 2.5412314156932827, 1.568821435198405, 2.3629562526025563, 2.3629562526025563, 2.917229941484636, 2.1911638227151267, 2.917229941484636, 3.529848229196409]","[0.5140625, 0.3140625, 0.39375, 0.340625, 0.45625, 0.3484375, 0.3796875, 0.3921875, 0.4328125, 0.39375, 0.3828125, 0.453125, 0.44375, 0.440625, 0.38125, 0.50625, 0.43125, 0.503125, 0.4234375, 0.54375, 0.4296875, 0.5796875, 0.48125, 0.565625, 0.49375, 0.5109375, 0.4953125, 0.4625, 0.4890625, 0.4171875, 0.521875, 0.365625, 0.5703125, 0.3546875, 0.59375, 0.3953125, 0.5390625, 0.4171875, 0.55625, 0.4625, 0.6, 0.446875, 0.590625, 0.496875, 0.54375, 0.509375, 0.5359375, 0.5546875, 0.596875, 0.546875]"
PXL_20220620_191010716.jpg,1.591296670836391,30,"[1.5869800850051767, 1.2289573778280092, 1.5869800850051767, 1.7164776599415992, 1.4625608463407707, 1.7164776599415992, 1.4625608463407707, 2.135440402382965, 1.4625608463407707, 2.285251322407454, 1.5869800850051767, 1.5869800850051767, 1.5869800850051767, 1.4625608463407707, 1.4625608463407707, 1.8510535711500387, 1.9907078186304932, 1.4625608463407707, 1.7164776599415992, 1.4625608463407707, 1.5869800850051767, 1.3432199439483812, 1.3432199439483812, 1.4625608463407707, 1.3432199439483812, 1.5869800850051767, 1.4625608463407707, 1.9907078186304932, 1.3432199439483812, 1.4625608463407707]","[0.384375, 0.3609375, 0.3703125, 0.4015625, 0.434375, 0.3765625, 0.4078125, 0.425, 0.375, 0.4546875, 0.4359375, 0.4625, 0.3828125, 0.503125, 0.4515625, 0.5296875, 0.3921875, 0.55625, 0.434375, 0.5984375, 0.4, 0.6453125, 0.46875, 0.65, 0.5140625, 0.6546875, 0.5234375, 0.6125, 0.571875, 0.6671875, 0.63125, 0.6546875, 0.58125, 0.60625, 0.6171875, 0.5890625, 0.4984375, 0.5703125, 0.5640625, 0.5609375, 0.5515625, 0.5234375, 0.625, 0.528125, 0.6375, 0.4703125, 0.58125, 0.4703125, 0.5046875, 0.471875, 0.5328125, 0.4421875, 0.48125, 0.41875, 0.5921875, 0.415625, 0.55, 0.3796875, 0.4953125, 0.3625]"
PXL_20220620_191233222.jpg,1.5179147117057512,30,"[1.2289573778280092, 1.8510535711500387, 1.5869800850051767, 1.9907078186304932, 1.3432199439483812, 1.7164776599415992, 1.4625608463407707, 1.5869800850051767, 1.5869800850051767, 1.4625608463407707, 1.9907078186304932, 1.5869800850051767, 1.1197731479796529, 1.5869800850051767, 1.4625608463407707, 1.4625608463407707, 1.3432199439483812, 1.4625608463407707, 1.5869800850051767, 1.4625608463407707, 1.3432199439483812, 1.4625608463407707, 1.3432199439483812, 1.3432199439483812, 1.4625608463407707, 1.4625608463407707, 1.7164776599415992, 1.7164776599415992, 1.4625608463407707, 1.3432199439483812]","[0.4671875, 0.396875, 0.4546875, 0.440625, 0.4, 0.4578125, 0.3859375, 0.4984375, 0.44375, 0.4953125, 0.490625, 0.490625, 0.4203125, 0.5359375, 0.471875, 0.5546875, 0.4140625, 0.58125, 0.4703125, 0.6, 0.39375, 0.6296875, 0.4375, 0.640625, 0.459375, 0.6765625, 0.49375, 0.65, 0.5390625, 0.6484375, 0.528125, 0.6, 0.58125, 0.6359375, 0.634375, 0.584375, 0.5796875, 0.578125, 0.534375, 0.559375, 0.6015625, 0.5375, 0.6328125, 0.5171875, 0.565625, 0.51875, 0.5828125, 0.48125, 0.5359375, 0.4640625, 0.6359375, 0.4734375, 0.621875, 0.425, 0.5796875, 0.41875, 0.5390625, 0.3921875, 0.50625, 0.4296875]"
PXL_20220620_191658710.jpg,1.4622222905893032,30,"[1.8510535711500387, 1.8510535711500387, 1.3432199439483812, 1.5869800850051767, 1.4625608463407707, 1.3432199439483812, 1.3432199439483812, 1.1197731479796529, 1.2289573778280092, 1.5869800850051767, 1.7164776599415992, 1.5869800850051767, 1.7164776599415992, 1.3432199439483812, 1.3432199439483812, 1.2289573778280092, 1.3432199439483812, 1.2289573778280092, 1.2289573778280092, 1.4625608463407707, 1.3432199439483812, 1.2289573778280092, 1.8510535711500387, 1.7164776599415992, 1.5869800850051767, 1.7164776599415992, 1.4625608463407707, 1.4625608463407707, 1.1197731479796529, 1.4625608463407707]","[0.4265625, 0.421875, 0.4765625, 0.4125, 0.4953125, 0.4671875, 0.45, 0.478125, 0.403125, 0.4765625, 0.3953125, 0.515625, 0.4546875, 0.5234375, 0.4875, 0.503125, 0.459375, 0.5671875, 0.415625, 0.5671875, 0.36875, 0.56875, 0.421875, 0.6203125, 0.475, 0.6203125, 0.440625, 0.68125, 0.503125, 0.665625, 0.540625, 0.68125, 0.521875, 0.6171875, 0.5203125, 0.571875, 0.59375, 0.6640625, 0.5734375, 0.61875, 0.6203125, 0.6328125, 0.6140625, 0.584375, 0.56875, 0.55625, 0.6109375, 0.546875, 0.6203125, 0.5046875, 0.546875, 0.5078125, 0.5875, 0.4515625, 0.625, 0.4484375, 0.571875, 0.415625, 0.528125, 0.425]"
PXL_20220620_193520707.jpg,1.5797011363486197,30,"[1.5869800850051767, 1.5869800850051767, 1.7164776599415992, 1.4625608463407707, 1.4625608463407707, 1.8510535711500387, 0.9166396970989898, 1.4625608463407707, 1.3432199439483812, 1.8510535711500387, 1.4625608463407707, 1.4625608463407707, 1.7164776599415992, 1.5869800850051767, 1.5869800850051767, 1.4625608463407707, 1.4625608463407707, 1.5869800850051767, 1.5869800850051767, 1.7164776599415992, 1.5869800850051767, 1.2289573778280092, 1.7164776599415992, 1.2289573778280092, 1.4625608463407707, 2.135440402382965, 1.5869800850051767, 1.5869800850051767, 1.8510535711500387, 2.135440402382965]","[0.4015625, 0.4875, 0.43125, 0.5140625, 0.39375, 0.5328125, 0.4390625, 0.4578125, 0.4671875, 0.490625, 0.4796875, 0.4515625, 0.4890625, 0.4140625, 0.5046875, 0.484375, 0.4703125, 0.5328125, 0.4328125, 0.559375, 0.4171875, 0.60625, 0.45625, 0.625, 0.4734375, 0.5734375, 0.5015625, 0.6015625, 0.4765625, 0.6640625, 0.5234375, 0.6484375, 0.5484375, 0.6171875, 0.5875, 0.6234375, 0.590625, 0.58125, 0.5515625, 0.571875, 0.515625, 0.5421875, 0.5515625, 0.5328125, 0.5890625, 0.540625, 0.5859375, 0.5015625, 0.5421875, 0.496875, 0.5984375, 0.453125, 0.559375, 0.4375, 0.51875, 0.440625, 0.5375, 0.403125, 0.590625, 0.4046875]"
PXL_20220620_194023213.jpg,1.7554962102982594,30,"[1.9907078186304932, 1.7164776599415992, 1.9907078186304932, 1.4625608463407707, 2.135440402382965, 1.5869800850051767, 1.7164776599415992, 1.7164776599415992, 2.285251322407454, 1.8510535711500387, 1.8510535711500387, 1.9907078186304932, 1.7164776599415992, 1.7164776599415992, 1.3432199439483812, 1.9907078186304932, 1.4625608463407707, 1.5869800850051767, 1.7164776599415992, 1.8510535711500387, 2.135440402382965, 1.5869800850051767, 1.5869800850051767, 1.4625608463407707, 1.7164776599415992, 1.7164776599415992, 1.7164776599415992, 2.135440402382965, 1.3432199439483812, 1.5869800850051767]","[0.4078125, 0.4296875, 0.41875, 0.475, 0.3796875, 0.509375, 0.43125, 0.5203125, 0.371875, 0.565625, 0.421875, 0.56875, 0.4890625, 0.4046875, 0.46875, 0.4421875, 0.51875, 0.4453125, 0.4828125, 0.496875, 0.46875, 0.540625, 0.5265625, 0.49375, 0.5125, 0.5390625, 0.4640625, 0.5859375, 0.509375, 0.5796875, 0.471875, 0.6390625, 0.5125, 0.6265625, 0.5640625, 0.6328125, 0.60625, 0.6359375, 0.55625, 0.5859375, 0.6078125, 0.590625, 0.5578125, 0.54375, 0.6015625, 0.5453125, 0.5703125, 0.49375, 0.6109375, 0.4984375, 0.5671875, 0.4421875, 0.60625, 0.4515625, 0.6109375, 0.4078125, 0.56875, 0.3953125, 0.528125, 0.396875]"
